Gene_Symbol	entrez_ID
TRUB1	142940
MPP7	143098
FRMPD2	143162
VTI1A	143187
DYDC1	143241
EIF5AL1	143244
HECTD2	143279
FGFBP3	143282
C10orf82	143379
CACUL1	143384
SYT9	143425
LDLRAD3	143458
PSMA8	143471
OR51E1	143503
XRRA1	143570
UBQLNL	143630
MUC15	143662
LOC143666	143666
C11orf94	143678
FAM76B	143684
SESN3	143686
PIWIL4	143689
ARHGAP42	143872
KBTBD3	143879
CWF19L2	143884
KDELC2	143888
LAYN	143903
TTC36	143941
C11orf84	144097
PLEKHA7	144100
SPTY2D1	144108
TMEM86A	144110
DNHD1	144132
PRICKLE1	144165
AMDHD1	144193
SLC2A14	144195
BCDIN3D	144233
ALG10B	144245
GLIPR1L2	144321
RFLNA	144347
ZNF664	144348
LINC00477	144360
ETFRF1	144363
CPNE8	144402
TMEM120B	144404
WDR66	144406
GLT1D1	144423
TSPAN19	144448
BEST3	144453
E2F7	144455
SOCS2-AS1	144481
CEP83-AS1	144486
KRT80	144501
A2ML1	144568
A2M-AS1	144571
C12orf66	144577
C12orf60	144608
FBXL14	144699
RAD9B	144715
FAM109A	144717
FAM216B	144809
LACC1	144811
HNRNPA1L2	144983
B3GLCT	145173
LINC00239	145200
RDH12	145226
GSC	145258
PRIMA1	145270
MIPOL1	145282
PPP1R36	145376
SLC38A6	145389
C14orf37	145407
FRMD6-AS1	145438
ABHD12B	145447
PTGR2	145482
FAM161B	145483
LRRC74A	145497
ISM2	145501
CEP128	145508
MDP1	145553
TTC7B	145567
LRFN5	145581
TERB2	145645
C2CD4A	145741
LYSMD4	145748
FAM81A	145773
GCOM1	145781
LOC145783	145783
C15orf65	145788
PGPEP1L	145814
DRAIC	145837
C15orf61	145853
HAPLN3	145864
MESP2	145873
TMCO5A	145942
SPATA8	145946
NRG4	145957
LINC00052	145978
ZSCAN29	146050
TTBK2	146057
CDAN1	146059
VWA3A	146177
ZFP90	146198
CARMIL2	146206
KCTD19	146212
CMTM4	146223
CMTM2	146225
BEAN1	146227
TEKT5	146279
RNF151	146310
PRR35	146325
FBXL16	146330
SSTR5-AS1	146336
C16orf92	146378
GSG1L	146395
IL34	146433
ZNF597	146434
BICDL2	146439
TMED6	146456
ZNF785	146540
ZNF688	146542
PRSS36	146547
C16orf89	146556
C16orf71	146562
MGAT5B	146664
TOM1L2	146691
TEPSIN	146705
B3GNTL1	146712
CD300LF	146722
DNAH2	146754
RTN4RL1	146760
SLC47A2	146802
CFAP52	146845
CCDC42	146849
PIK3R6	146850
ODF4	146852
C17orf50	146853
SLFN13	146857
UNC45B	146862
ARHGAP27P1	146880
CD300LG	146894
KIF18B	146909
RUNDC1	146923
EME1	146956
TMEM199	147007
PROCA1	147011
DHRS13	147015
KCTD11	147040
NOTUM	147111
TMC8	147138
TRIM16L	147166
LRRC37BP1	147172
WIPF2	147179
KRT25	147183
TMEM99	147184
SCGB1C1	147199
C18orf25	147339
CCBE1	147372
CBLN2	147381
SLC25A52	147407
AQP4-AS1	147429
ANKRD29	147463
APCDD1	147495
VSIG10L	147645
C19orf84	147646
SPACA6	147650
ZNF480	147657
ZNF534	147658
ZNF578	147660
SMIM17	147670
C19orf18	147685
ZNF418	147686
ZNF417	147687
ZNF548	147694
PPM1N	147699
KLC3	147700
IGSF23	147710
LYPD4	147719
ILF3-AS1	147727
ZNF560	147741
TMEM190	147744
HIPK4	147746
TMC4	147798
TPM3P9	147804
ZNF524	147807
ZNF784	147808
ZNF563	147837
SPC24	147841
CCDC155	147872
DACT3	147906
SIX5	147912
IGFL2	147920
ZNF420	147923
ZNF565	147929
NLRP4	147945
ZNF542P	147947
ZNF582	147948
ZNF583	147949
FAM98C	147965
CAPN12	147968
DPY19L3	147991
LGALS16	148003
TTC9B	148014
TICAM1	148022
ZNRF4	148066
ZNF599	148103
FAM187B	148109
CILP2	148113
PROSER3	148137
LINC00906	148145
ZNF558	148156
CDC42EP5	148170
LINC00662	148189
ZNF98	148198
ZNF738	148203
ZNF714	148206
ZNF681	148213
C19orf25	148223
ATP8B3	148229
LINC00905	148231
DIRAS1	148252
ZNF555	148254
ZNF569	148266
ZNF570	148268
SYT6	148281
C1orf74	148304
CREB3L4	148327
BROX	148362
SAMD11	148398
LOC148413	148413
SAMD13	148418
C1orf52	148423
PHF13	148479
CIART	148523
TMEM56	148534
UBE2U	148581
SLC35F3	148641
LOC148696	148696
LOC148709	148709
HFE2	148738
ANKRD35	148741
FAM163A	148753
B3GALNT2	148789
MFSD4A	148808
PM20D1	148811
GCSAML	148823
SLC30A7	148867
CCDC27	148870
ZNF436-AS1	148898
KNCN	148930
GLIS1	148979
LELP1	149018
RC3H1	149041
MGC27382	149047
DCDC2B	149069
ZNF362	149076
LINC01225	149086
DCST1	149095
CNIH3	149111
MANEAL	149175
IL23R	149233
FAM78B	149297
SHISA4	149345
EXOC8	149371
PDIK1L	149420
BNIPL	149428
CLDN19	149461
CFAP57	149465
C1orf210	149466
CCDC24	149473
BTBD19	149478
CCDC17	149483
LRRC71	149499
SRARP	149563
RNF187	149603
PYHIN1	149628
FAM71A	149647
ADIG	149685
GTSF1L	149699
WFDC5	149708
GNAS-AS1	149775
LINC00654	149837
C20orf196	149840
COMMD7	149951
BPIFB4	149954
LSM14B	149986
ANKRD30BP2	149992
LIPI	149998
LCA5L	150082
IGSF5	150084
SIK1	150094
ZNF295-AS1	150142
UMODL1-AS1	150147
SLC9B1	150159
LINC00895	150185
LINC00896	150197
AIFM3	150209
YDJC	150223
ZDHHC8P1	150244
HSCB	150274
CCDC117	150275
HORMAD2	150280
DUSP18	150290
C22orf42	150297
ENTHD1	150350
DNAJB7	150353
CHADL	150356
MEI1	150365
FAM109B	150368
NFAM1	150372
PRR34-AS1	150381
CDPF1	150383
TTL	150465
CKAP2L	150468
TEKT4	150483
LINC01102	150568
SMYD1	150572
C2orf15	150590
OTOS	150677
COPS9	150678
COMMD1	150684
PROM2	150696
ANKAR	150709
FBXO41	150726
TTC30B	150737
ITPRIPL1	150771
RAB6D	150786
FAM117B	150864
TCF23	150921
GAREM2	150946
PUS10	150962
LINC01963	150967
SEPT10	151011
KANSL1L	151050
PLB1	151056
ZSWIM2	151112
ZNF385B	151126
LOC151174	151174
ERFE	151176
ARL6IP6	151188
METTL21A	151194
CCNYL1	151195
KLHL23	151230
PPP1R1C	151242
SGO2	151246
C2CD6	151254
SLC38A11	151258
SLC23A3	151295
LINC00608	151300
GPBAR1	151306
MYADML	151325
FAM84A	151354
RMDN2	151393
GDF7	151449
SLC16A14	151473
LINC00471	151477
MSL3P1	151507
ASPRV1	151516
WDSUB1	151525
LBX2-AS1	151534
GPR155	151556
TTC14	151613
DTX3L	151636
FAM19A4	151647
SGO1	151648
EFHB	151651
LINC00635	151658
PPM1L	151742
WDR49	151790
LRRC34	151827
CPNE9	151835
DPPA2	151871
CCDC80	151887
BTLA	151888
CCDC12	151903
MB21D2	151963
PPP4R2	151987
XXYLT1	152002
RNF38	152006
GLIPR2	152007
C3orf22	152065
PQLC2L	152078
ZCWPW2	152098
CMC1	152100
NEK10	152110
CCDC50	152137
SPICE1	152185
CMTM8	152189
NUDT16P1	152195
CCDC13	152206
NCBP2-AS2	152217
LINC02085	152225
CNTN4	152330
IGSF11	152404
C3orf30	152405
ZNF827	152485
SH3D19	152503
NFXL1	152518
NIPAL1	152519
PAQR3	152559
SHISA3	152573
SCFD2	152579
MGAT4D	152586
WWC2-AS2	152641
ZNF595	152687
LINC01085	152742
FAM218A	152756
JAKMIP1	152789
THAP6	152815
ODAPH	152816
KLB	152831
PPM1K	152926
C4orf45	152940
TRMT44	152992
RASGEF1B	153020
DAB2IP	153090
SLC38A9	153129
SLC36A2	153201
SPINK13	153218
CREBRF	153222
CEP120	153241
SLC25A48	153328
TMEM167A	153339
MBLAC2	153364
TMEM161B	153396
SRFBP1	153443
JAKMIP2-AS1	153469
PLEKHG4B	153478
ZMAT2	153527
MARVELD2	153562
C5orf38	153571
IRX2	153572
BTNL9	153579
ARSK	153642
FAM81B	153643
TTC23L	153657
LOC153684	153684
CCDC112	153733
PPP1R2P3	153743
FAM71B	153745
PRELID2	153768
SH3RF2	153769
PLAC8L1	153770
RNF145	153830
ZC2HC1B	153918
SNRNP48	154007
CNKSR3	154043
RAET1L	154064
SAMD3	154075
SLC2A12	154091
LINC01010	154092
MBOAT1	154141
HDGFL1	154150
PNLDC1	154197
RNF217	154214
NKAIN2	154215
KHDC3L	154288
CFAP206	154313
LINC01600	154386
BVES-AS1	154442
LOC154449	154449
CCDC167	154467
RUNDC3B	154661
ABCA13	154664
BMT2	154743
PRSS3P2	154754
LOC154761	154761
CLEC2L	154790
FMC1	154791
AMOT	154796
VKORC1L1	154807
AMOTL1	154810
FEZF1-AS1	154860
IQUB	154865
KCTD7	154881
TMEM213	155006
GIMAP8	155038
ZNF425	155054
LOC155060	155060
ZNF746	155061
ATP6V0E2	155066
SLC2A7	155184
AMZ1	155185
METTL27	155368
VPS37D	155382
NSUN5P1	155400
RBM33	155435
AGR3	155465
PRAG1	157285
PEBP4	157310
CDCA2	157313
TMEM65	157378
LINC00964	157381
RDH10	157506
BAALC-AS2	157556
ANKRD46	157567
ESCO2	157570
FBXO16	157574
LINC00599	157627
FAM84B	157638
C8orf37	157657
VPS13B	157680
TDRP	157695
ERICH1	157697
SLC7A13	157724
TDH	157739
TMEM74	157753
FAM91A1	157769
C8orf48	157773
MCMDC2	157777
CLVS1	157807
NKX6-3	157848
KCNU1	157855
SBSPON	157869
CAMSAP1	157922
C9orf66	157983
NXNL2	158046
C9orf163	158055
MAMDC4	158056
LCN6	158062
AK8	158067
TTLL11	158135
RASEF	158158
TTC39B	158219
TRMT10B	158234
TTC16	158248
FAM120AOS	158293
SAXO1	158297
FREM1	158326
KIAA2026	158358
SPAAR	158376
ATP8B5P	158381
ZNF483	158399
C9orf84	158401
KIAA1958	158405
TSTD2	158427
ZNF782	158431
LOC158434	158434
PRUNE2	158471
CSAG1	158511
FMR1NB	158521
FAAH2	158584
ZXDB	158586
FAM47A	158724
MOSPD2	158747
ARHGAP36	158763
RIBC1	158787
AKAP14	158798
RHOXF1	158800
NKAPP1	158801
CXorf65	158830
ZDHHC15	158866
TCEAL6	158931
CXorf38	159013
FAM122B	159090
FAM122C	159091
USP54	159195
NKX2-3	159296
SLC35G1	159371
CFAP58	159686
SLC5A12	159963
DEUP1	159989
PATE1	160065
C11orf65	160140
LDHAL6A	160287
C11orf42	160298
TMTC2	160335
CLEC12A	160364
CLECL1	160365
TMTC3	160418
C12orf50	160419
ALDH1L2	160428
LMNTD1	160492
DENND5B	160518
GRASP	160622
SLC5A8	160728
PPTC7	160760
CCDC63	160762
CCDC60	160777
DGKH	160851
CCDC122	160857
GPR180	160897
STOML3	161003
FAM71D	161142
TMEM229B	161145
CLEC14A	161198
FITM1	161247
REM2	161253
TMEM30B	161291
MDGA2	161357
SAMD15	161394
NOP9	161424
EML5	161436
CFAP161	161502
TBC1D21	161514
DNAAF4	161582
CSNK1A1P1	161635
OTUD7A	161725
SPRED1	161742
ODF3L1	161753
PGBD4	161779
ADAL	161823
EXD1	161829
FSIP1	161835
ZFPM1	161882
ADAD2	161931
ITPRIPL2	162073
C16orf82	162083
ZFP1	162239
ANKFN1	162282
MARCH10	162333
MFSD6L	162387
SLFN5	162394
NAGS	162417
RETREG3	162427
TMEM92	162461
PHOSPHO1	162466
RHBDL3	162494
TRPV3	162514
SLC16A11	162515
FBXO39	162517
SPPL2C	162540
KRT28	162605
ZNF519	162655
ZNF836	162962
ZNF610	162963
ZNF600	162966
ZNF320	162967
ZNF497	162968
ZNF550	162972
ZNF296	162979
DEDD2	162989
ZNF846	162993
ZNF579	163033
ZNF791	163049
ZNF564	163050
ZNF709	163051
ZNF433	163059
ZNF114	163071
ZNF567	163081
ZNF383	163087
ZNF781	163115
EID2	163126
ZNF780B	163131
PRR22	163154
LGI4	163175
SYNE4	163183
ZNF676	163223
ZNF100	163227
ZNF540	163255
DENND2C	163259
GBP6	163351
PLPPR5	163404
FNDC7	163479
DENND1B	163486
TDRD5	163589
TOR1AIP2	163590
CALML6	163688
IFNLR1	163702
CYP4Z2P	163720
CITED4	163732
SLC25A3P1	163742
SPRR4	163778
KANK4	163782
SASS6	163786
SDE2	163859
CNST	163882
FAM43B	163933
HFM1	164045
TTC24	164118
CCDC185	164127
UBL4B	164153
WFDC13	164237
APCDD1L	164284
LRRN4	164312
CST13P	164380
TTLL9	164395
CCDC116	164592
CABP7	164633
TMPRSS6	164656
APOBEC3H	164668
WBP2NL	164684
DAW1	164781
LONRF2	164832
CCDC138	165055
ADGRF3	165082
TEX44	165100
OXER1	165140
TOGARAM2	165186
FAM171B	165215
C1QL2	165257
UBXN2A	165324
CLEC4F	165530
DQX1	165545
PARP15	165631
SPTSSB	165679
DNAJB8	165721
GPR156	165829
XIRP1	165904
RNF168	165918
CHST13	166012
PRICKLE2	166336
KBTBD12	166348
SPATA5	166378
BBS12	166379
DCLK2	166614
ADGRA3	166647
TRIM60	166655
MMAA	166785
ZBTB49	166793
RASSF6	166824
RBM46	166863
SGMS2	166929
MIER3	166968
CDC20B	166979
UGT3A2	167127
PAPD4	167153
DCP2	167227
NIM1K	167359
LIX1	167410
ZNF366	167465
FAM151B	167555
PRSS35	167681
LCA5	167691
OLIG3	167826
TXLNB	167838
DACT2	168002
C6orf118	168090
ZNF92	168374
GALNTL5	168391
DDX53	168400
RNF133	168433
CDC14C	168448
THAP5	168451
CCDC71L	168455
PKD1L1	168507
GIMAP7	168537
ZNF467	168544
BHLHA15	168620
BMPER	168667
ZNF800	168850
CNBD1	168975
SLC30A8	169026
COL22A1	169044
SNX31	169166
TMEM64	169200
ZNF596	169270
IDO2	169355
STKLD1	169436
KCNV2	169522
OLFML2A	169611
TMEM252	169693
QSOX2	169714
GLIS3	169792
ZNF883	169834
ZNF169	169841
SPIN3	169981
FAM47B	170062
TCEANC	170082
ZCCHC12	170261
ARX	170302
C10orf128	170371
FUT11	170384
OIT3	170392
C10orf91	170393
PWWP2B	170394
SSBP4	170463
CLEC4C	170482
ACTL10	170487
DHX36	170506
GIMAP1	170575
GPHA2	170589
S100Z	170591
COMMD6	170622
XAGE3	170626
PSORS1C1	170679
PSORS1C2	170680
NUDT10	170685
ADAMTS15	170689
ADAMTS16	170690
ADAMTS17	170691
ADAMTS18	170692
COX7B2	170712
GSX2	170825
KCNG3	170850
PPP1R18	170954
ZNF525	170958
ZNF431	170959
ZNF721	170960
ANKRD24	170961
ZNF384	171017
ADAMTS19	171019
ABHD11-AS1	171022
ASXL1	171023
SYNPO2	171024
SPACA4	171169
RHOV	171177
NLRP6	171389
ZNF675	171392
CLYBL	171425
FAM9C	171484
SPTSSA	171546
PTCRA	171558
POLR3H	171568
ABHD3	171586
PLAC4	191585
PGAM5	192111
B3GNT6	192134
HIGD2A	192286
KRT24	192666
CYS1	192668
AGO3	192669
AGO4	192670
SCAMP5	192683
LINC00189	193629
SDR16C5	195814
AAED1	195827
ZNF367	195828
EMX2OS	196047
PLPP4	196051
METTL15	196074
MPZL3	196264
IMMP1L	196294
KRT78	196374
RILPL2	196383
DNAH10	196385
AMN1	196394
DTX3	196403
METTL7B	196410
C12orf77	196415
ZFC3H1	196441
MYRFL	196446
PLBD2	196463
FAM71C	196472
RMST	196475
CCER1	196477
EEF2KMT	196483
PIANP	196500
DCP1B	196513
ANO6	196527
ARID2	196528
METTL21C	196541
EEF1DP3	196549
VSTM4	196740
PAOX	196743
FAM24B	196792
ADCY4	196883
FAM227B	196951
CT62	196993
GRAMD2A	196996
LCTL	197021
UBR1	197131
PATL2	197135
SNAI3-AS1	197187
LDHD	197257
FUK	197258
MLKL	197259
ZNF778	197320
ACSF3	197322
WDR90	197335
EME2	197342
NLRC3	197358
NSMCE1	197370
ZNF48	197407
DZIP1L	199221
TTC21A	199223
MCEMP1	199675
ZNF627	199692
DAND5	199699
ZNF585A	199704
NLRP7	199713
GGN	199720
CADM4	199731
THAP8	199745
U2AF1L4	199746
ZNF626	199777
FAM129C	199786
ADM5	199800
ALG14	199857
FAM76A	199870
LINC00466	199899
FYB2	199920
TMEM201	199953
TMEM61	199964
CYP4Z1	199974
FAAP20	199990
SLC5A9	200010
CC2D1B	200014
NUDT17	200035
FLJ23867	200058
TXLNA	200081
TCTEX1D1	200132
PLD5	200150
C1orf100	200159
SPAG17	200162
SLFNL1	200172
KRTCAP2	200185
CRTC2	200186
TMEM51-AS1	200197
IBA57	200205
FAM209A	200232
LINC00528	200298
RNF215	200312
APOBEC3A	200315
APOBEC3F	200316
CFAP221	200373
VWA3B	200403
CREG2	200407
TET3	200424
GKN2	200504
TEX37	200523
ANKRD23	200539
APLF	200558
PIKFYVE	200576
KRTCAP3	200634
TMEM17	200728
SPRED2	200734
TIGD1	200765
LOC200772	200772
C3orf67	200844
KCTD6	200845
LIPH	200879
ARL13B	200894
DHFR2	200895
RPL22L1	200916
SLC51A	200931
FBXO45	200933
KLHDC8B	200942
MUC20	200958
GABRR3	200959
CEP112	201134
DHRS7C	201140
TVP23C	201158
CENPV	201161
FLCN	201163
PLD6	201164
ARHGAP27	201176
ZNF385C	201181
SAMD14	201191
LYRM9	201229
SLC16A13	201232
SPEM2	201243
CENPX	201254
LRRC45	201255
SLC39A11	201266
AMZ2P1	201283
TRIM65	201292
UNC13D	201294
RDM1	201299
SPNS3	201305
FBXO15	201456
RAB12	201475
ZBTB7C	201501
ZNF584	201514
HACD2	201562
STT3B	201595
LINC00870	201617
DNAH12	201625
PDE12	201626
DENND6A	201627
TIGIT	201633
C4orf46	201725
SLC10A4	201780
TIGD4	201798
TMEM154	201799
SMIM14	201895
TMEM192	201931
RWDD4	201965
PRIMPOL	201973
TAPT1	202018
TAPT1-AS1	202020
SPATA24	202051
DNAJC18	202052
RANBP3L	202151
CCDC125	202243
LINC01554	202299
GAPT	202309
CMYA5	202333
STK32A	202374
TCTE1	202500
KHDRBS2	202559
PAXIP1-AS1	202781
C7orf33	202865
TMEM184A	202915
ADCK5	203054
TSNARE1	203062
TUBB	203068
R3HCC1	203069
PRSS55	203074
C8orf74	203076
HTRA4	203100
ADAM32	203102
ERICH5	203111
LGI3	203190
TMEM268	203197
C9orf72	203228
CCDC171	203238
NAIF1	203245
FAM219A	203259
CCDC107	203260
ANKS6	203286
SUSD3	203328
CT83	203413
SLC25A43	203427
NRK	203447
INTS6L	203522
ZNF449	203523
VMA21	203547
TMEM31	203562
PAGE2	203569
ANO5	203859
RPSAP52	204010
CERS3	204219
PDILT	204474
NLRP11	204801
HIPK1	204851
SLC44A5	204962
AMER3	205147
SMIM37	205251
C2orf69	205327
C3orf58	205428
SENP5	205564
USF3	205717
TRIML2	205860
LVRN	206338
SLC36A1	206358
C6orf163	206412
DHRSX	207063
SFTA1P	207107
SAMD9L	219285
AMER2	219287
ATAD3C	219293
USP12	219333
PLAC9	219348
MTIF3	219402
GSX1	219409
LRRC55	219527
YPEL4	219539
MED19	219541
TEX47	219557
ZNF804B	219578
FOLH1B	219595
CABCOCO1	219621
TMEM26	219623
ZCCHC24	219654
ENKUR	219670
ARMC3	219681
UNC5B	219699
STOX1	219736
FAM241B	219738
TYSND1	219743
ZNF25	219749
GJD4	219770
CCNY	219771
RTKN2	219790
TBATA	219793
C11orf45	219833
HYLS1	219844
TMEM218	219854
SLC37A2	219855
TBCEL	219899
TMEM136	219902
MRPL21	219927
TPCN2	219931
SPATA19	219938
GLYATL2	219970
MPEG1	219972
PATL1	219988
OOSP2	219990
MS4A15	219995
VWCE	220001
CYB561A3	220002
PPP1R32	220004
DDIAS	220042
CCDC83	220047
ORAOV1	220064
LRTOMT	220074
SPERT	220082
DLEU7	220107
FAM124A	220108
SKA1	220134
CFAP53	220136
GTSCR1	220158
DOK6	220164
ATOH7	220202
OTUD1	220213
HEPACAM	220296
OAF	220323
TIGD3	220359
FAM181B	220382
CCDC89	220388
RNF152	220441
LOC220729	220729
ZNF438	220929
SLC16A9	220963
FAM13C	220965
MARCH8	220972
C10orf25	220979
TMEM72-AS1	220980
HNRNPA3	220988
ZNF485	220992
RASGEF1A	221002
REEP3	221035
JMJD1C	221037
UCMA	221044
C10orf111	221060
FAM171A1	221061
SLC39A12	221074
NSUN6	221078
ARL5B	221079
LRRN4CL	221091
HNRNPUL2	221092
ALKBH3	221120
EEF1AKMT1	221143
SKA3	221150
MICU2	221154
SPATA13	221178
CPNE2	221184
ADGRG5	221188
PRSS54	221191
CES5A	221223
AK9	221264
NT5DC1	221294
CALHM4	221301
ZUFSP	221302
FAM162B	221303
TBC1D32	221322
BEND6	221336
OPN5	221391
ADGRF4	221393
ADGRF5	221395
TDRD6	221400
SPATS1	221409
C6orf223	221416
RSPH9	221421
LRRC73	221424
OARD1	221443
KIF6	221458
TMEM217	221468
FGD2	221472
PI16	221476
C6orf89	221477
ARMC12	221481
SMIM29	221491
LEMD2	221496
ZBTB9	221504
ZBTB12	221527
C6orf136	221545
ZSCAN12P1	221584
HIST1H2AA	221613
KDM1B	221656
RBM24	221662
RNF182	221687
PHACTR1	221692
SMIM13	221710
SYCP2L	221711
LINC00518	221718
PXDC1	221749
SERPINB9P1	221756
ZSCAN25	221785
FAM200A	221786
VWDE	221806
PRPS1L1	221823
TWISTNB	221830
SP8	221833
HOXA11-AS	221883
JAZF1	221895
PPP1R35	221908
GPC2	221914
BRAT1	221927
SDK1	221935
FOXK1	221937
MMD2	221938
DAGLB	221955
CCZ1B	221960
THSD7A	221981
VSTM2A	222008
TMED4	222068
MTURN	222166
PRR15	222171
SRRM3	222183
RSBN1L	222194
KIAA1324L	222223
LRWD1	222229
FAM185A	222234
FBXL13	222235
NAPEPLD	222236
ATXN7L1	222255
CDHR3	222256
BEND7	222389
LNX2	222484
ADGRG3	222487
HS3ST5	222537
RFX6	222546
SLC35F1	222553
FAM83B	222584
ADGRF2	222611
TSPO2	222642
UNC5CL	222643
KCTD20	222658
PXT1	222659
LHFPL5	222662
SCUBE3	222663
ZSCAN23	222696
NKAPL	222698
FAM217A	222826
TMEM130	222865
FERD3L	222894
NYAP1	222950
SLC29A4	222962
CCDC129	223075
ZNRF2	223082
SEMA3D	223117
MAPK15	225689
SPDYA	245711
VGLL2	245806
CNPY4	245812
DEFB110	245913
DEFB114	245928
DEFB119	245932
DEFB121	245934
DEFB123	245936
DEFB125	245938
DEFB128	245939
ATP6V0D2	245972
ATP6V1C2	245973
CTAG1A	246100
TXLNGY	246126
CNOT6L	246175
GAS2L2	246176
CDC26	246184
SLC17A8	246213
RNASEH1	246243
AFG1L	246269
STAC3	246329
PELI3	246330
POLR2J2	246721
SPESP1	246777
IL27	246778
TMEM9	252839
ZNF396	252884
NEIL2	252969
STXBP4	252983
FNDC5	252995
HEPACAM2	253012
TECRL	253017
CUTALP	253039
PRR14L	253143
EPHX4	253152
SERHL2	253190
RICTOR	253260
ZNF503-AS1	253264
EIF4E1B	253314
IPMK	253430
ZBTB38	253461
SLC25A30	253512
LCLAT1	253558
CADM2	253559
TMEM244	253582
GPATCH11	253635
ZNF620	253639
ANKRD18A	253650
MMS22L	253714
WASHC2C	253725
EBF3	253738
WDR27	253769
CERS6	253782
MSRB3	253827
ZDHHC20	253832
C20orf166-AS1	253868
ANGPTL5	253935
YTHDF3	253943
RALGAPA1	253959
SFTA3	253970
KCTD13	253980
ASPHD1	253982
ETFBKMT	254013
METAP1D	254042
UBN2	254048
LRRC43	254050
BRWD3	254065
SSSCA1-AS1	254100
EHBP1L1	254102
SNX32	254122
NIFK-AS1	254128
FBXO33	254170
TTLL10	254173
RNF169	254225
CALHM5	254228
BPIFC	254240
LCORL	254251
CNIH2	254263
AKNAD1	254268
PHYHD1	254295
LINC00710	254312
ZDHHC24	254359
MCM9	254394
PROSER2	254427
SLC41A1	254428
C11orf86	254439
MEIOB	254528
LPCAT4	254531
NUDT8	254552
C8orf46	254778
NAALADL2	254827
TMEM256	254863
ZDHHC23	254887
LCE5A	254910
MORN5	254956
LINC00879	255025
MPV17L	255027
TMEM86B	255043
CBARP	255057
CFAP65	255101
TMCO4	255104
C4orf22	255119
LINC01018	255167
PLA2G4F	255189
CSNK1G2-AS1	255193
TXNDC8	255220
MCOLN2	255231
ANKK1	255239
LRRC57	255252
EPGN	255324
NUP210P1	255330
MBLAC1	255374
TCP11L2	255394
ZNF718	255403
TEX49	255411
RASGEF1C	255426
TBX5-AS1	255480
RNF144B	255488
ELMOD2	255520
HIST1H2BA	255626
COL24A1	255631
PCSK9	255738
NPNT	255743
TCTEX1D2	255758
PDZD9	255762
INAFM1	255783
SMCO1	255798
C19orf38	255809
BCL6B	255877
CNEP1R1	255919
SYT14	255928
PAN3	255967
ANKRD31	256006
ZNF549	256051
COL6A5	256076
SYCE2	256126
TMEM196	256130
STEAP1B	256227
NUDT14	256281
PTF1A	256297
CCDC110	256309
LMNTD2	256329
GK5	256356
EML3	256364
CCDC197	256369
SCML4	256380
SERPINA11	256394
ST6GALNAC3	256435
MFSD8	256471
TMEM151A	256472
TCERG1L	256536
LYSMD2	256586
NUTM1	256646
MAMDC2	256691
GLIPR1L1	256710
MAP7D2	256714
WDR72	256764
C10orf67	256815
NPB	256933
KANK3	256949
HEATR9	256957
SUN3	256979
SERINC5	256987
TINCR	257000
FRMD3	257019
CATSPERE	257044
CATSPERD	257062
PLCXD2	257068
ZNF683	257101
ARHGAP30	257106
GCSAM	257144
RNF214	257160
C9orf43	257169
CFAP126	257177
NEGR1	257194
DSCR9	257203
SHPRH	257218
CCDC96	257236
KLHL34	257240
UTS2B	257313
LINC01366	257358
SNX33	257364
LOC257396	257396
TAB3	257397
C2orf72	257407
FAM133B	257415
MEIS3P2	257468
ANKS4B	257629
SVIP	258010
ALS2CL	259173
NCR3	259197
LY6G6F	259215
HSPA12A	259217
SGMS1	259230
NALCN	259232
TMIE	259236
WFDC9	259240
MRGPRX1	259249
ASPM	259266
BOD1L1	259282
MDS2	259283
IL4I1	259307
FAM205A	259308
CYP4X1	260293
MAGI3	260425
FDCSP	260436
TIPRL	261726
STEAP2	261729
NPHP4	261734
BRD3OS	266655
BEST4	266675
PHF2P1	266695
MDGA1	266727
NPAS4	266743
RGL4	266747
NAP1L5	266812
ADGRF1	266977
PGBD2	267002
PGBD3	267004
RNU12	267010
SSX6	280657
IFNL2	282616
IFNL1	282618
AQP11	282679
OR51B5	282763
POC1B	282809
ZNF311	282890
C10orf53	282966
FUOM	282969
STK32C	282974
BLOC1S2	282991
RBM20	282996
LOC283038	283038
ZMIZ1-AS1	283050
MKX	283078
WDR11-AS1	283089
SBF2-AS1	283104
CSNK2A3	283106
H19	283120
MAJIN	283129
SLC25A45	283130
NEAT1	283131
LINC00900	283143
BCL9L	283149
FOXR1	283150
CCDC153	283152
LINC00301	283197
P4HA3	283208
PGM2L1	283209
KLHL35	283212
KCTD21	283219
CRACR2B	283229
TMEM80	283232
CCDC88B	283234
TTC9C	283237
RCOR2	283248
HARBI1	283254
IGSF22	283284
OLFML1	283298
LOC283299	283299
OTOGL	283310
C1RL-AS1	283314
CD163L1	283316
LOC283335	283335
ZNF740	283337
RASSF3	283349
B4GALNT3	283358
ANKRD52	283373
SLC39A5	283375
SPRYD4	283377
ADGRD1	283383
MORN3	283385
TRHDE-AS1	283392
LINC01465	283416
DPY19L2	283417
CLEC9A	283420
LINC01559	283422
GAS2L3	283431
LINC00485	283432
HECTD4	283450
KSR2	283455
GATC	283459
C12orf40	283461
GXYLT1	283464
TMPRSS12	283471
FGF14-IT1	283480
FGF14-AS2	283481
LINC00567	283486
LINC00346	283487
CHAMP1	283489
SUGT1P3	283507
SIAH3	283514
KCNRG	283518
TMEM272	283521
SLC46A3	283537
LINC01588	283551
GPR137C	283554
ZDHHC22	283576
